Date,TimeStamp,IsCommanded,Channel1,Channel2,Channel3,Channel4,x_val,x_val_lin,x_mcp,x_mcp_lin,v1_shift,v3_shift,y_val,y_val_lin,y_mcp,y_mcp_lin,v4_shift,v2_shift
2024-01-26 05:12:40.998325+00:00,1974.999,True,1.064,1.098,1.137,1.127,0.997,1.062,35.573,40.666,0.004,1.137,0.493,0.604,-5.544,3.119,1.127,1.098
2024-01-26 05:12:41.990150+00:00,1975.999,True,1.064,1.098,1.137,1.127,0.997,1.062,35.573,40.666,0.004,1.137,0.493,0.604,-5.542,3.121,1.127,1.098
2024-01-26 05:12:42.998000+00:00,1976.999,True,1.063,1.098,1.137,1.128,0.997,1.062,35.578,40.67,0.003,1.137,0.493,0.604,-5.542,3.121,1.128,1.098
2024-01-26 05:12:43.989850+00:00,1977.999,True,1.064,1.098,1.137,1.127,0.997,1.062,35.569,40.661,0.004,1.137,0.493,0.604,-5.545,3.118,1.127,1.098
2024-01-26 05:12:44.997725+00:00,1978.999,True,1.064,1.098,1.137,1.127,0.997,1.062,35.573,40.666,0.004,1.137,0.493,0.604,-5.544,3.119,1.127,1.098
2024-01-26 05:12:45.989500+00:00,1979.999,True,1.064,1.098,1.137,1.127,0.997,1.062,35.569,40.661,0.004,1.137,0.493,0.604,-5.545,3.118,1.127,1.098
2024-01-26 05:12:46.997325+00:00,1980.999,True,1.063,1.098,1.137,1.127,0.997,1.062,35.578,40.67,0.003,1.137,0.493,0.604,-5.542,3.121,1.127,1.098
2024-01-26 05:12:47.989175+00:00,1981.999,True,1.063,1.098,1.137,1.127,0.997,1.062,35.578,40.67,0.003,1.137,0.493,0.604,-5.545,3.119,1.127,1.098
2024-01-26 05:12:48.997100+00:00,1982.999,True,1.064,1.098,1.137,1.127,0.997,1.062,35.573,40.666,0.004,1.137,0.493,0.604,-5.54,3.123,1.127,1.098
2024-01-26 05:12:49.988850+00:00,1983.999,True,1.063,1.098,1.137,1.127,0.997,1.062,35.588,40.679,0.003,1.137,0.493,0.604,-5.546,3.119,1.127,1.098
2024-01-26 05:12:50.996700+00:00,1984.999,True,1.063,1.098,1.137,1.127,0.997,1.062,35.578,40.67,0.003,1.137,0.493,0.604,-5.544,3.12,1.127,1.098
2024-01-26 05:12:51.988475+00:00,1985.999,True,1.064,1.098,1.137,1.127,0.997,1.062,35.564,40.656,0.004,1.137,0.493,0.604,-5.547,3.115,1.127,1.098
2024-01-26 05:12:52.996375+00:00,1986.999,True,1.064,1.098,1.137,1.128,0.997,1.062,35.569,40.661,0.004,1.137,0.493,0.604,-5.545,3.118,1.128,1.098
2024-01-26 05:12:53.988100+00:00,1987.999,True,1.063,1.098,1.137,1.127,0.997,1.062,35.588,40.68,0.003,1.137,0.493,0.604,-5.542,3.122,1.127,1.098
2024-01-26 05:12:54.996050+00:00,1988.999,True,1.064,1.098,1.137,1.127,0.997,1.062,35.569,40.661,0.004,1.137,0.493,0.604,-5.542,3.12,1.127,1.098
2024-01-26 05:12:55.987850+00:00,1989.999,True,1.064,1.098,1.137,1.127,0.997,1.062,35.559,40.652,0.004,1.137,0.493,0.604,-5.544,3.118,1.127,1.098
2024-01-26 05:12:56.995725+00:00,1990.999,True,1.063,1.098,1.137,1.127,0.997,1.062,35.578,40.671,0.003,1.137,0.493,0.604,-5.541,3.122,1.127,1.098
2024-01-26 05:12:57.987525+00:00,1991.999,True,1.064,1.098,1.137,1.128,0.997,1.062,35.569,40.66,0.004,1.137,0.493,0.604,-5.546,3.116,1.128,1.098
2024-01-26 05:12:58.995375+00:00,1992.999,True,1.063,1.098,1.137,1.127,0.997,1.062,35.578,40.67,0.003,1.137,0.493,0.604,-5.542,3.121,1.127,1.098
2024-01-26 05:12:59.987225+00:00,1993.999,True,1.064,1.098,1.137,1.127,0.997,1.062,35.569,40.661,0.004,1.137,0.493,0.604,-5.542,3.12,1.127,1.098
2024-01-26 05:13:00.995050+00:00,1994.999,True,1.064,1.098,1.137,1.127,0.997,1.062,35.573,40.666,0.004,1.137,0.493,0.604,-5.54,3.123,1.127,1.098
2024-01-26 05:13:01.986850+00:00,1995.999,True,1.063,1.098,1.137,1.128,0.997,1.062,35.578,40.669,0.003,1.137,0.493,0.604,-5.551,3.113,1.128,1.098
2024-01-26 05:13:02.994725+00:00,1996.999,True,1.064,1.098,1.137,1.127,0.997,1.062,35.569,40.66,0.004,1.137,0.493,0.604,-5.546,3.116,1.127,1.098
2024-01-26 05:13:03.986525+00:00,1997.999,True,1.063,1.098,1.137,1.127,0.997,1.062,35.578,40.671,0.003,1.137,0.493,0.604,-5.541,3.122,1.127,1.098
2024-01-26 05:13:04.994400+00:00,1998.999,True,1.064,1.098,1.137,1.127,0.997,1.062,35.573,40.665,0.004,1.137,0.493,0.604,-5.545,3.118,1.127,1.098
2024-01-26 05:13:05.986200+00:00,1999.999,True,1.063,1.098,1.137,1.127,0.997,1.062,35.583,40.674,0.003,1.137,0.493,0.604,-5.547,3.117,1.127,1.098
2024-01-26 05:13:06.993975+00:00,2000.999,True,1.064,1.098,1.137,1.127,0.997,1.062,35.569,40.66,0.004,1.137,0.493,0.604,-5.547,3.115,1.127,1.098
2024-01-26 05:13:07.985875+00:00,2001.999,True,1.063,1.098,1.137,1.127,0.997,1.062,35.583,40.675,0.003,1.137,0.493,0.604,-5.542,3.122,1.127,1.098
2024-01-26 05:13:08.993850+00:00,2002.999,True,1.064,1.098,1.137,1.127,0.997,1.062,35.564,40.656,0.004,1.137,0.493,0.604,-5.542,3.119,1.127,1.098
2024-01-26 05:13:09.985425+00:00,2003.999,True,1.063,1.098,1.137,1.127,0.997,1.062,35.578,40.67,0.003,1.137,0.493,0.604,-5.546,3.117,1.127,1.098
2024-01-26 05:13:10.993375+00:00,2004.999,True,1.063,1.098,1.137,1.127,0.997,1.062,35.583,40.675,0.003,1.137,0.493,0.604,-5.545,3.119,1.127,1.098
2024-01-26 05:13:11.996200+00:00,2005.999,True,1.064,1.098,1.137,1.127,0.997,1.062,35.573,40.666,0.004,1.137,0.493,0.604,-5.544,3.119,1.127,1.098
2024-01-26 05:13:12.988525+00:00,2006.999,True,1.063,1.098,1.137,1.127,0.997,1.062,35.578,40.67,0.003,1.137,0.493,0.604,-5.546,3.117,1.127,1.098
2024-01-26 05:13:13.996175+00:00,2007.999,True,1.063,1.098,1.137,1.127,0.997,1.062,35.578,40.671,0.003,1.137,0.493,0.604,-5.539,3.125,1.127,1.098
